Unnamed: 0,file_name,label
6057,train_data/006c52d6e98e4faf96cfb1bc3ae14659.jpg,0
68860,train_data/ccb6a309e9bf467d8fc4456de232d5f5.jpg,1
65754,train_data/259a7c11d6d1464ebd4f6904aa7d0bfd.jpg,1
857,train_data/578189ad41ef4bb5b009256ffe4bc915.jpg,0
5110,train_data/3cf897fdae4041e995ee1339ca564ce4.jpg,1
22310,train_data/fc53a89aa0a840838e2f1fd443cebaca.jpg,1
19403,train_data/1fedadcc839a4f19a99546e2c8315baa.jpg,0
19445,train_data/fe876bd517a4439e808c0579a9969337.jpg,0
41798,train_data/783b772c0aab4cd3b8ca7cb3b68d0150.jpg,1
59359,train_data/edcb4beea7774d75907a2187b1729d94.jpg,0
28857,train_data/8eaf85619c854de6b6c74e6f6230f8ef.jpg,0
5238,train_data/1a9b7a9fa6724806826b48b5b25aebd1.jpg,1
28587,train_data/0fe1b7f8e0fa4689840fd454c778940d.jpg,0
3560,train_data/0115a11084ff4ea98e1163d63d69d63f.jpg,1
42238,train_data/f2793c1c0de046499b615693a546d63f.jpg,1
35123,train_data/17a0f31148cb4d038da6a2c9dd480e1e.jpg,0
66858,train_data/7a678ea753304fcaa7245b935c3c1663.jpg,1
56654,train_data/622839b53d70406384b9c8833e208444.jpg,1
45098,train_data/99812e86a46d4b8880cc78f85e82faf7.jpg,1
4468,train_data/b7d6e46821df4bfcbcbfb56828cbdc53.jpg,1
22307,train_data/60300db594c04dad96b7b1114a7b3ca7.jpg,0
17406,train_data/bcc317a510284012a4bb01e31b2e4fa2.jpg,1
63176,train_data/3c91c4741f3d46b98a8a39623d28043b.jpg,1
70002,train_data/7920ce69bfeb423c90fe40cf2bd98606.jpg,1
4651,train_data/42794750603f45dc8554b7c96eaf981d.jpg,0
6923,train_data/4de2c5f81ddf46ce80d431cea17ef058.jpg,0
25052,train_data/51265c315e194a188f178ab894008440.jpg,1
42547,train_data/6f2297dfaeaa4972883203067289fdbf.jpg,0
10924,train_data/c1785e24520a464dbcd63822fa007f60.jpg,1
22259,train_data/ebafc4bab05f4dee93dbad350745bb2c.jpg,0
41130,train_data/33bce1c2e4fd4677b8372559178426c1.jpg,1
52601,train_data/618282e106f745f5ab929dece10b4164.jpg,0
32865,train_data/36ed98c22dbd4d85ac5cf90754e9a925.jpg,0
18538,train_data/9b1f3faeee5c4ac7bc77d5d6a83fb294.jpg,1
73034,train_data/6dee5651f1c94861abd48f0fbd25062d.jpg,1
37686,train_data/04f0323b511d40eea087bcaff88da11f.jpg,1
73850,train_data/8e3d62a0dfb3449b82e8d1d7ba234ecb.jpg,1
6506,train_data/40fa4a46d87246908984e04a82450f28.jpg,1
64142,train_data/6af0d2db7ae344118f6074a94e28f9df.jpg,1
1680,train_data/db2ce86392a343f09b4eb2d73c07525a.jpg,1
52014,train_data/73a0cd4c32c64d29a9a778a9fdc54af0.jpg,1
30888,train_data/e5507ae57aa24809be38025f933d7c74.jpg,1
13185,train_data/6caf9ef163a646a19e52e7d1ea196cf0.jpg,0
12107,train_data/29566fdeaa7a4afdbc82736166830e5e.jpg,0
27831,train_data/53c8d40aa5e34b38b7a855ae614c15eb.jpg,0
26874,train_data/0a657393eefa4709863229422c79166c.jpg,1
46262,train_data/743f0d03ea91487c852f098ac90bcf25.jpg,1
72552,train_data/0c62bd90f7a4478b80c5975c28510e5d.jpg,1
27915,train_data/a7e348b4d1f341058893d5aa1cd1b525.jpg,0
58482,train_data/3217bc87d7204ac7baf75e8e923e37ed.jpg,1
49120,train_data/13d5b05e407b4f519010abbb2d6208b6.jpg,1
53180,train_data/1a2b8e83de59432fb2871ba863b562c8.jpg,1
64613,train_data/213ea37c9fc344af8178f1e4c378dd17.jpg,0
59038,train_data/8f7b921316ed427c9bbf66af2a039485.jpg,1
18182,train_data/9a1853e9341148e1b4cfd391a038f639.jpg,1
54212,train_data/69d6172487174faf81ecff205dfc796d.jpg,1
